sub_id,user_id,form_id,task_id,project_id,modified,campaign_id,campaign_name,how_affordable_is_food_in_your_neighborhood?,lat,lon
"""4902900344029184""","""6094702895955968""","""4539560216231936""","""4757236758872064""","""5897368358617088""",2019-02-04 23:35:23.900000+00:00,"""4991331938074624""",mg_tl-ph_food-security-1,affordable,7.0902721,125.6044417
"""4903117701251072""","""4966377737682944""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-02-25 04:26:23.254000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,affordable,7.1437574,122.2311765
"""4903627049140224""","""6613601139818496""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-01-27 16:45:19.562000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,affordable,6.9309579,122.0781852
"""4903652336599040""","""6004847337799680""","""4539560216231936""","""4511298006024192""","""5897368358617088""",2019-01-20 23:24:21.541000+00:00,"""4651607675371520""",ii_tl-ph_food-security-1,affordable,10.6874008,122.5314285
"""4904918513090560""","""6521343128371200""","""4539560216231936""","""6128733465346048""","""5897368358617088""",2019-01-16 10:30:22.763000+00:00,"""4551626910072832""",mg-ph-tl_tl-ph_food-security-1,affordable,7.0963789,125.6393981
"""4905297908858880""","""5446170669219840""","""4539560216231936""","""4511298006024192""","""5897368358617088""",2019-02-18 05:48:19.436000+00:00,"""4651607675371520""",ii_tl-ph_food-security-1,very_affordable,10.7314093,122.5525217
"""4905677346570240""","""6264059487846400""","""4539560216231936""","""5499992699568128""","""5897368358617088""",2019-01-20 20:51:19.085000+00:00,"""6360746290053120""",dv_tl-ph_food-security-1,affordable,7.0905425,125.4931832
"""4905729485963264""","""5944634008141824""","""4539560216231936""","""5499992699568128""","""5897368358617088""",2019-02-18 02:29:20.326000+00:00,"""6360746290053120""",dv_tl-ph_food-security-1,affordable,7.0935422,125.627414
"""4905870213251072""","""6472159830474752""","""4539560216231936""","""6128733465346048""","""5897368358617088""",2019-02-12 21:49:23.948000+00:00,"""4551626910072832""",mg-ph-tl_tl-ph_food-security-1,affordable,6.2272084,125.0634197
"""4905925208965120""","""5985602061205504""","""4539560216231936""","""6657161243394048""","""5897368358617088""",2019-02-13 11:55:20.378000+00:00,"""5950956179030016""",su-ph-tl_tl-ph_food-security-1,very_affordable,6.6950889,121.9688177
"""4905944807899136""","""5749255081820160""","""4539560216231936""","""6657161243394048""","""5897368358617088""",2019-03-13 00:11:27.139000+00:00,"""5950956179030016""",su-ph-tl_tl-ph_food-security-1,affordable,8.0949989,123.489622
"""4906106489929728""","""6255491195863040""","""4539560216231936""","""4830369213841408""","""5897368358617088""",2019-03-12 16:26:21.134000+00:00,"""5603121273241600""",southern-ph-tl_food-security-1,affordable,7.1109553,125.6401319
"""4906335482150912""","""6080255104122880""","""4539560216231936""","""4511298006024192""","""5897368358617088""",2019-03-17 16:20:22.181000+00:00,"""4651607675371520""",ii_tl-ph_food-security-1,very_affordable,10.7294343,122.5579551
"""4906410343137280""","""6409586770706432""","""4539560216231936""","""6128733465346048""","""5897368358617088""",2019-01-15 21:00:18.841000+00:00,"""4551626910072832""",mg-ph-tl_tl-ph_food-security-1,affordable,7.0392914,125.5123818
"""4906608212574208""","""5768510238097408""","""4539560216231936""","""5499992699568128""","""5897368358617088""",2019-03-18 01:32:21.005000+00:00,"""6360746290053120""",dv_tl-ph_food-security-1,very_unaffordable,7.0662645,125.6173158
"""4907206652723200""","""6253874941788160""","""4539560216231936""","""4830369213841408""","""5897368358617088""",2019-02-12 23:48:29.370000+00:00,"""5603121273241600""",southern-ph-tl_food-security-1,affordable,7.0679439,125.6177045
"""4907309551583232""","""6601867062673408""","""4539560216231936""","""4757236758872064""","""5897368358617088""",2019-01-07 16:10:18.598000+00:00,"""4991331938074624""",mg_tl-ph_food-security-1,affordable,7.0854239,125.581619
"""4907843921641472""","""6710297211437056""","""4539560216231936""","""6128733465346048""","""5897368358617088""",2019-03-13 12:17:19.966000+00:00,"""4551626910072832""",mg-ph-tl_tl-ph_food-security-1,very_affordable,,
"""4907846803128320""","""6146293162311680""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-03-25 09:38:24.769000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,affordable,6.9216006,122.0357393
"""4908105592733696""","""6031729984798720""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-01-28 06:44:18.889000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,very_affordable,5.9476214,120.9459394
"""4908857367199744""","""5849038727413760""","""4539560216231936""","""5499992699568128""","""5897368358617088""",2019-01-21 04:17:18.043000+00:00,"""6360746290053120""",dv_tl-ph_food-security-1,affordable,7.0875973,125.6160683
"""4909354136371200""","""6704099871424512""","""4539560216231936""","""4830369213841408""","""5897368358617088""",2019-02-12 21:20:20.068000+00:00,"""5603121273241600""",southern-ph-tl_food-security-1,affordable,7.1730068,125.6012103
"""4909569077673984""","""4754203404664832""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-02-24 18:41:21.454000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,affordable,6.94493,122.1024986
"""4910438884048896""","""6626583731240960""","""4539560216231936""","""4830369213841408""","""5897368358617088""",2019-02-12 22:41:23.363000+00:00,"""5603121273241600""",southern-ph-tl_food-security-1,affordable,7.3487503,125.6909154
"""4910558521327616""","""5808477375037440""","""4539560216231936""","""4511298006024192""","""5897368358617088""",2019-03-19 13:05:27.878000+00:00,"""4651607675371520""",ii_tl-ph_food-security-1,affordable,,
"""4910742165782528""","""5881734333726720""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-01-28 00:26:22.484000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,affordable,6.9250571,122.0746017
"""4911042813493248""","""6375918251540480""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-01-27 17:15:22.901000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,very_affordable,6.9162465,122.0670265
"""4911230738235392""","""6743470460895232""","""4539560216231936""","""6657161243394048""","""5897368358617088""",2019-03-13 02:51:52.572000+00:00,"""5950956179030016""",su-ph-tl_tl-ph_food-security-1,affordable,6.9130021,122.0788076
"""4911345449304064""","""5656232155152384""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-02-25 07:01:23.334000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,affordable,6.9122482,122.0652315
"""4911803546992640""","""6321922327445504""","""4539560216231936""","""6657161243394048""","""5897368358617088""",2019-01-16 02:18:21.403000+00:00,"""5950956179030016""",su-ph-tl_tl-ph_food-security-1,affordable,6.9060571,122.0769063
"""4911900078899200""","""6736647641104384""","""4539560216231936""","""6128733465346048""","""5897368358617088""",2019-02-13 13:37:22.936000+00:00,"""4551626910072832""",mg-ph-tl_tl-ph_food-security-1,very_unaffordable,7.0762247,124.8482372
"""4911968534134784""","""5770720661471232""","""4539560216231936""","""5499992699568128""","""5897368358617088""",2019-01-21 04:51:21.263000+00:00,"""6360746290053120""",dv_tl-ph_food-security-1,affordable,7.1005851,125.6159806
"""4912133655494656""","""6135892798341120""","""4539560216231936""","""4830369213841408""","""5897368358617088""",2019-01-15 22:53:19.422000+00:00,"""5603121273241600""",southern-ph-tl_food-security-1,very_affordable,7.0754335,125.610817
"""4912322398126080""","""5973795371220992""","""4539560216231936""","""5499992699568128""","""5897368358617088""",2019-03-17 22:17:20.532000+00:00,"""6360746290053120""",dv_tl-ph_food-security-1,very_affordable,6.6319941,124.5540448
"""4912687068741632""","""6638052178919424""","""4539560216231936""","""4511298006024192""","""5897368358617088""",2019-01-21 05:46:19.433000+00:00,"""4651607675371520""",ii_tl-ph_food-security-1,affordable,10.7606078,122.5792665
"""4912700138192896""","""5680861313761280""","""4539560216231936""","""4757236758872064""","""5897368358617088""",2019-01-07 21:30:18.826000+00:00,"""4991331938074624""",mg_tl-ph_food-security-1,affordable,7.0904965,125.4932014
"""4912876772917248""","""6394122644488192""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-02-25 02:26:19.746000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,affordable,6.9420754,122.0946298
"""4913036466847744""","""6186740240875520""","""4539560216231936""","""4757236758872064""","""5897368358617088""",2019-02-04 22:49:21.116000+00:00,"""4991331938074624""",mg_tl-ph_food-security-1,affordable,7.0875161,125.6254101
"""4913196524634112""","""4596862352883712""","""4539560216231936""","""4830369213841408""","""5897368358617088""",2019-03-12 16:20:24.431000+00:00,"""5603121273241600""",southern-ph-tl_food-security-1,affordable,7.0546178,125.5640791
"""4913429761490944""","""4549562645610496""","""4539560216231936""","""6657161243394048""","""5897368358617088""",2019-03-12 20:50:22.299000+00:00,"""5950956179030016""",su-ph-tl_tl-ph_food-security-1,very_affordable,7.8484136,123.4257222
"""4913909984133120""","""5411046820937728""","""4539560216231936""","""4757236758872064""","""5897368358617088""",2019-03-04 18:41:31.574000+00:00,"""4991331938074624""",mg_tl-ph_food-security-1,affordable,7.0228056,125.0903369
"""4914066256560128""","""6446721779367936""","""4539560216231936""","""4665388346376192""","""5897368358617088""",2019-01-18 02:14:21.193000+00:00,"""5597252435312640""",ls_tl-ph_food-security-1,affordable,8.2518334,124.2675551
"""4914119117373440""","""6293062907068416""","""4539560216231936""","""4971906765684736""","""5897368358617088""",2019-01-28 08:15:20.171000+00:00,"""4776233399222272""",su_tl-ph_food-security-1,very_affordable,6.9375696,121.9997372
