sub_id,user_id,form_id,task_id,project_id,modified,campaign_id,campaign_name,how_safe_is_drinking_water_from_the_tap?,lat,lon
"""5547729486872576""","""6702463610519552""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-02-13 23:38:19.793000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_unsafe,7.2724192,124.2903636
"""5548858799030272""","""4536793225494528""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-01-17 00:23:22.980000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,very_safe,7.1120853,125.6229679
"""5550404429414400""","""6214959572713472""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-01-30 01:28:19.355000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,7.2199799,124.5327532
"""5550432220872704""","""6541291384995840""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-02-26 16:18:21.027000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,somewhat_safe,8.5449996,125.939985
"""5550563141877760""","""6745420292161536""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-01-29 17:28:24.433000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_unsafe,6.0943605,125.1515468
"""5550751856197632""","""6028947072483328""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-01-01 16:23:18.308000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,6.5881495,125.4054057
"""5551023517073408""","""5867536128147456""","""6395884608684032""","""4642333968564224""","""5897368358617088""",2019-02-21 06:00:24.578000+00:00,"""5156985269911552""",su_tl-ph_water-&-sanitation-3,somewhat_safe,6.934068,122.0020291
"""5551026998345728""","""5564918713548800""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-01-29 19:46:22.028000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,somewhat_safe,7.0646506,125.6144097
"""5551325720870912""","""6171310885437440""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-01-17 04:21:23.701000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_safe,,
"""5551392993312768""","""5085950809997312""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-02-14 06:21:22.444000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_safe,7.1968967,124.234563
"""5551692923797504""","""6551747378020352""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-01-02 00:21:19.957000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,very_safe,7.0462149,125.5959564
"""5552006036979712""","""6248748692799488""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-01-16 21:31:22.301000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_unsafe,7.2437057,124.5167806
"""5552118763094016""","""6301471580618752""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-01-01 22:10:18.863000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,7.371835,124.3147917
"""5552309264187392""","""5989300845936640""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-02-14 06:46:22.972000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_safe,7.3686871,124.272431
"""5552816740368384""","""5809029440864256""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-03-26 23:32:21.590000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,somewhat_safe,7.0595539,125.6040906
"""5553322700308480""","""6484964667293696""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-02-27 03:27:18.776000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,very_safe,7.1931255,124.5356727
"""5553792294584320""","""5814861168640000""","""6395884608684032""","""4642333968564224""","""5897368358617088""",2019-02-21 11:48:19.147000+00:00,"""5156985269911552""",su_tl-ph_water-&-sanitation-3,somewhat_unsafe,10.3033084,123.9119595
"""5554168782651392""","""5721147820736512""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-03-26 17:29:23.183000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,somewhat_safe,6.95096,126.2180511
"""5554568098217984""","""6663608870109184""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-01-30 00:16:26.621000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,somewhat_safe,7.1565406,125.6539427
"""5554804958953472""","""6423009113931776""","""6395884608684032""","""5074247959445504""","""5897368358617088""",2019-01-26 20:47:25.824000+00:00,"""5214557628792832""",mg_tl-ph_water-&-sanitation-3,somewhat_safe,6.9379943,125.7175456
"""5555270911524864""","""6510988795838464""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-03-27 02:35:22.460000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,6.1808981,125.1463413
"""5555524269506560""","""6451505148198912""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-01-02 02:42:20.337000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,7.0829533,125.6254017
"""5555539608076288""","""5978597770657792""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-02-27 04:04:19.757000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,7.1964544,124.2439304
"""5555824820748288""","""4873488533815296""","""6395884608684032""","""5143745597014016""","""5897368358617088""",2019-02-26 16:46:22.696000+00:00,"""6419287868702720""",su-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,6.9420115,122.0948892
"""5556680566767616""","""6245869726728192""","""6395884608684032""","""5143745597014016""","""5897368358617088""",2019-03-26 19:32:20.514000+00:00,"""6419287868702720""",su-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,6.9684423,121.941338
"""5556755045023744""","""6545064374304768""","""6395884608684032""","""5407508699021312""","""5897368358617088""",2019-03-10 21:44:22.382000+00:00,"""6518623449382912""",ls_tl-ph_water-&-sanitation-3,somewhat_safe,7.9765083,124.2608029
"""5557353690693632""","""6638547995983872""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-01-02 13:36:18.578000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,very_safe,7.0766993,125.6161354
"""5558033582129152""","""5778008121016320""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-03-26 17:20:22.731000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,somewhat_unsafe,7.1397644,125.5868551
"""5558305827061760""","""6183738163593216""","""6395884608684032""","""5143745597014016""","""5897368358617088""",2019-01-29 18:22:18.490000+00:00,"""6419287868702720""",su-ph-tl_tl-ph_water-&-sanitation-3,very_safe,6.9122882,122.0651527
"""5559110537838592""","""5425264060268544""","""6395884608684032""","""5074247959445504""","""5897368358617088""",2019-02-23 21:25:21.520000+00:00,"""5214557628792832""",mg_tl-ph_water-&-sanitation-3,somewhat_safe,7.3790654,124.2737086
"""5559479024222208""","""6026729646718976""","""6395884608684032""","""5074247959445504""","""5897368358617088""",2019-01-26 20:05:19.131000+00:00,"""5214557628792832""",mg_tl-ph_water-&-sanitation-3,somewhat_safe,9.1257163,125.5255935
"""5559646548918272""","""6151753307258880""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-01-17 15:05:20.427000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_safe,7.0605727,125.5644884
"""5559822872215552""","""5864606977228800""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-03-26 22:11:23.867000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,somewhat_safe,7.0836783,125.61102
"""5559919206989824""","""5795822219296768""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-03-27 04:53:23.439000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,7.2453168,124.5201315
"""5560072690204672""","""5981611986255872""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-01-17 13:21:19.105000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_safe,6.7913386,125.2169234
"""5560882425757696""","""6319149944930304""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-01-17 01:37:22.655000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_safe,,
"""5560906920493056""","""4712086166831104""","""6395884608684032""","""5011006579277824""","""5897368358617088""",2019-01-16 16:22:27.727000+00:00,"""4737466151993344""",ii_tl-ph_water-&-sanitation-3,somewhat_safe,7.0533067,125.5505733
"""5561068975816704""","""6642751657476096""","""6395884608684032""","""4684994133884928""","""5897368358617088""",2019-02-27 09:58:25.501000+00:00,"""6309660707520512""",mg-ph-tl_tl-ph_water-&-sanitation-3,somewhat_safe,5.9594481,125.0913817
"""5561173538766848""","""4542583487332352""","""6395884608684032""","""5184095606800384""","""5897368358617088""",2019-03-26 20:41:21.015000+00:00,"""6374781270097920""",southern-ph-tl_water-&-sanitation-3,very_safe,7.0853843,125.5063596
